Sample	seq_name	length	PI	MW	Hydro
CP001157.1_608763_609584_+	CP001157.1_608763_609584_+	273.0	11.59	29593.04	-167.5
CP001157.1_2498655_2499476_+	CP001157.1_2498655_2499476_+	273.0	5.55	30415.31	10.2
CP001157.1_2986805_2987626_-	CP001157.1_2986805_2987626_-	273.0	9.19	29837.74	-8.9
CP001157.1_5231879_5232700_+	CP001157.1_5231879_5232700_+	273.0	6.07	30973.19	-84.0
CP001157.1_2197436_2198257_-	CP001157.1_2197436_2198257_-	273.0	10.17	29361.35	245.6
CP001157.1_1733542_1734363_-	CP001157.1_1733542_1734363_-	273.0	10.61	29840.48	150.8
CP001157.1_2322334_2323152_-	CP001157.1_2322334_2323152_-	272.0	6.91	30963.23	-101.7
CP001157.1_3117998_3118816_+	CP001157.1_3117998_3118816_+	272.0	8.74	31533.31	-110.1
CP001157.1_4753531_4754349_+	CP001157.1_4753531_4754349_+	272.0	7.22	30547.28	-58.1
CP001157.1_286274_287092_-	CP001157.1_286274_287092_-	272.0	7.2	28110.3	68.2
CP001157.1_4035653_4036471_+	CP001157.1_4035653_4036471_+	272.0	5.64	30209.4	-58.0
CP001157.1_5334994_5335812_-	CP001157.1_5334994_5335812_-	272.0	6.48	30654.52	193.7
CP001157.1_4495474_4496292_+	CP001157.1_4495474_4496292_+	272.0	7.54	30944.16	-112.4
CP001157.1_5116533_5117348_-	CP001157.1_5116533_5117348_-	271.0	6.62	29498.74	-50.6
CP001157.1_2843124_2843939_-	CP001157.1_2843124_2843939_-	271.0	5.63	29322.17	-75.6
CP001157.1_3586118_3586933_+	CP001157.1_3586118_3586933_+	271.0	5.32	29517.72	-35.0
CP001157.1_1496607_1497422_+	CP001157.1_1496607_1497422_+	271.0	5.87	29002.46	25.3
CP001157.1_3127568_3128383_-	CP001157.1_3127568_3128383_-	271.0	4.98	29457.6	-9.1
CP001157.1_2786261_2787076_-	CP001157.1_2786261_2787076_-	271.0	11.99	32293.09	-194.2
CP001157.1_702956_703771_-	CP001157.1_702956_703771_-	271.0	5.41	29629.47	-84.3
CP001157.1_4250667_4251482_-	CP001157.1_4250667_4251482_-	271.0	5.73	29360.74	14.9
CP001157.1_874189_875004_-	CP001157.1_874189_875004_-	271.0	5.42	28675.7	2.6
CP001157.1_4576530_4577345_+	CP001157.1_4576530_4577345_+	271.0	6.35	29350.54	-4.6
CP001157.1_4093854_4094669_+	CP001157.1_4093854_4094669_+	271.0	6.36	29379.31	-39.5
CP001157.1_4539083_4539898_-	CP001157.1_4539083_4539898_-	271.0	10.64	30985.95	-82.9
CP001157.1_4363420_4364232_-	CP001157.1_4363420_4364232_-	270.0	6.36	28349.83	62.7
CP001157.1_3964260_3965072_-	CP001157.1_3964260_3965072_-	270.0	8.42	28669.85	3.5
CP001157.1_1497784_1498596_+	CP001157.1_1497784_1498596_+	270.0	5.24	30098.7	-129.6
CP001157.1_5136122_5136934_-	CP001157.1_5136122_5136934_-	270.0	6.29	29035.34	24.0
CP001157.1_2297412_2298224_-	CP001157.1_2297412_2298224_-	270.0	6.22	30159.33	-65.2
CP001157.1_3417942_3418754_+	CP001157.1_3417942_3418754_+	270.0	6.21	29492.8	17.0
CP001157.1_4281391_4282203_-	CP001157.1_4281391_4282203_-	270.0	8.01	29071.83	133.5
CP001157.1_4246389_4247201_-	CP001157.1_4246389_4247201_-	270.0	6.58	28834.73	-2.4
CP001157.1_25683_26495_+	CP001157.1_25683_26495_+	270.0	6.06	28823.89	-18.9
CP001157.1_2982312_2983124_+	CP001157.1_2982312_2983124_+	270.0	5.94	30981.98	-167.3
CP001157.1_1101538_1102350_+	CP001157.1_1101538_1102350_+	270.0	5.68	29451.74	-12.7
CP001157.1_944185_944997_+	CP001157.1_944185_944997_+	270.0	7.95	29266.51	-40.8
CP001157.1_1674080_1674892_-	CP001157.1_1674080_1674892_-	270.0	7.99	30986.7	-72.0
CP001157.1_5181375_5182184_+	CP001157.1_5181375_5182184_+	269.0	7.73	28144.27	224.9
CP001157.1_2011133_2011942_+	CP001157.1_2011133_2011942_+	269.0	5.64	28252.5	65.3
CP001157.1_1250688_1251497_+	CP001157.1_1250688_1251497_+	269.0	6.22	29588.32	-4.5
CP001157.1_222178_222984_-	CP001157.1_222178_222984_-	268.0	9.56	30251.68	-130.8
CP001157.1_3482341_3483147_+	CP001157.1_3482341_3483147_+	268.0	8.14	28025.57	-132.0
CP001157.1_2385176_2385982_-	CP001157.1_2385176_2385982_-	268.0	6.65	29774.15	-52.3
CP001157.1_1526762_1527568_-	CP001157.1_1526762_1527568_-	268.0	9.15	29838.61	-30.2
CP001157.1_2834609_2835415_-	CP001157.1_2834609_2835415_-	268.0	5.46	30231.86	-22.0
CP001157.1_2990377_2991183_+	CP001157.1_2990377_2991183_+	268.0	6.71	29448.89	-3.2
CP001157.1_4844188_4844994_+	CP001157.1_4844188_4844994_+	268.0	10.98	28238.55	186.8
CP001157.1_4727015_4727818_+	CP001157.1_4727015_4727818_+	267.0	6.72	29787.09	-119.7
CP001157.1_2925401_2926204_+	CP001157.1_2925401_2926204_+	267.0	5.73	29233.87	-76.7
CP001157.1_5054097_5054900_-	CP001157.1_5054097_5054900_-	267.0	8.43	29882.3	-227.9
CP001157.1_4885438_4886241_-	CP001157.1_4885438_4886241_-	267.0	12.35	28701.4	-177.2
CP001157.1_1347340_1348143_+	CP001157.1_1347340_1348143_+	267.0	6.43	29716.17	-50.1
CP001157.1_3913787_3914590_-	CP001157.1_3913787_3914590_-	267.0	10.15	27745.58	-37.9
CP001157.1_212345_213148_-	CP001157.1_212345_213148_-	267.0	9.91	27451.99	289.3
CP001157.1_3699188_3699991_+	CP001157.1_3699188_3699991_+	267.0	7.0	28609.9	-79.9
CP001157.1_1022772_1023575_-	CP001157.1_1022772_1023575_-	267.0	6.24	30097.71	-66.0
CP001157.1_962556_963359_+	CP001157.1_962556_963359_+	267.0	6.59	29194.36	-15.6
CP001157.1_3794281_3795081_-	CP001157.1_3794281_3795081_-	266.0	4.47	28196.72	26.6
CP001157.1_2160978_2161778_+	CP001157.1_2160978_2161778_+	266.0	7.88	29098.5	-31.7
CP001157.1_2772499_2773299_-	CP001157.1_2772499_2773299_-	266.0	5.45	29125.37	-9.7
CP001157.1_4178983_4179783_-	CP001157.1_4178983_4179783_-	266.0	5.6	28097.31	58.4
CP001157.1_4006196_4006996_+	CP001157.1_4006196_4006996_+	266.0	9.18	29214.22	239.6
CP001157.1_3456354_3457154_-	CP001157.1_3456354_3457154_-	266.0	5.35	30042.72	-135.8
CP001157.1_3478601_3479399_-	CP001157.1_3478601_3479399_-	266.0	8.29	28937.02	145.5
CP001157.1_2559365_2560162_-	CP001157.1_2559365_2560162_-	265.0	10.09	30304.75	-152.7
CP001157.1_4883845_4884642_-	CP001157.1_4883845_4884642_-	265.0	9.11	29682.21	135.4
CP001157.1_3168868_3169665_-	CP001157.1_3168868_3169665_-	265.0	4.9	28270.27	9.9
CP001157.1_2701278_2702075_+	CP001157.1_2701278_2702075_+	265.0	5.13	29344.62	-24.2
CP001157.1_4483360_4484157_+	CP001157.1_4483360_4484157_+	265.0	9.94	28619.2	16.3
CP001157.1_2159229_2160026_+	CP001157.1_2159229_2160026_+	265.0	6.41	28923.87	-12.3
CP001157.1_2843948_2844745_-	CP001157.1_2843948_2844745_-	265.0	4.89	29469.37	66.2
CP001157.1_4787886_4788683_+	CP001157.1_4787886_4788683_+	265.0	7.42	29308.5	-68.8
CP001157.1_2111320_2112117_-	CP001157.1_2111320_2112117_-	265.0	5.75	27603.61	61.4
CP001157.1_5017244_5018038_-	CP001157.1_5017244_5018038_-	264.0	5.78	28987.27	-2.4
CP001157.1_1853802_1854596_+	CP001157.1_1853802_1854596_+	264.0	8.02	29243.79	-37.4
CP001157.1_4070259_4071053_-	CP001157.1_4070259_4071053_-	264.0	5.78	29168.0	-42.4
CP001157.1_3069187_3069981_+	CP001157.1_3069187_3069981_+	264.0	5.24	27912.78	10.7
CP001157.1_2704379_2705173_+	CP001157.1_2704379_2705173_+	264.0	8.33	29421.7	-87.8
CP001157.1_4882933_4883727_-	CP001157.1_4882933_4883727_-	264.0	5.86	30124.56	-40.7
CP001157.1_2408292_2409086_-	CP001157.1_2408292_2409086_-	264.0	5.23	28078.73	282.8
CP001157.1_279445_280239_+	CP001157.1_279445_280239_+	264.0	5.79	28267.89	39.6
CP001157.1_1102377_1103171_+	CP001157.1_1102377_1103171_+	264.0	5.58	27575.46	40.8
CP001157.1_2438006_2438800_-	CP001157.1_2438006_2438800_-	264.0	8.26	27945.17	222.2
CP001157.1_1589793_1590587_-	CP001157.1_1589793_1590587_-	264.0	6.26	30270.24	-146.6
CP001157.1_1487348_1488142_+	CP001157.1_1487348_1488142_+	264.0	5.26	27698.59	16.2
CP001157.1_3158717_3159511_-	CP001157.1_3158717_3159511_-	264.0	9.57	28517.81	197.3
CP001157.1_4684924_4685718_-	CP001157.1_4684924_4685718_-	264.0	5.0	30451.34	-100.0
CP001157.1_4204156_4204950_+	CP001157.1_4204156_4204950_+	264.0	5.7	27745.66	35.0
CP001157.1_4606868_4607662_+	CP001157.1_4606868_4607662_+	264.0	10.31	28625.52	-201.9
CP001157.1_799914_800705_+	CP001157.1_799914_800705_+	263.0	9.34	28560.45	-103.9
CP001157.1_1006001_1006792_-	CP001157.1_1006001_1006792_-	263.0	9.56	28272.38	-191.7
CP001157.1_2196621_2197412_-	CP001157.1_2196621_2197412_-	263.0	8.57	28909.37	-25.3
CP001157.1_1634262_1635053_-	CP001157.1_1634262_1635053_-	263.0	5.19	28018.09	40.0
CP001157.1_4730506_4731297_-	CP001157.1_4730506_4731297_-	263.0	5.18	27603.75	54.9
CP001157.1_1660355_1661143_-	CP001157.1_1660355_1661143_-	262.0	6.69	27565.36	2.1
CP001157.1_1968383_1969171_+	CP001157.1_1968383_1969171_+	262.0	4.97	27934.15	56.6
CP001157.1_5337253_5338041_-	CP001157.1_5337253_5338041_-	262.0	6.41	28567.72	-31.9
CP001157.1_973783_974571_-	CP001157.1_973783_974571_-	262.0	8.83	28832.98	-57.5
CP001157.1_529547_530335_+	CP001157.1_529547_530335_+	262.0	4.83	28031.87	15.4
CP001157.1_390542_391330_+	CP001157.1_390542_391330_+	262.0	9.55	29090.05	-125.8
CP001157.1_824499_825287_+	CP001157.1_824499_825287_+	262.0	5.42	28102.12	7.5
CP001157.1_3250558_3251346_+	CP001157.1_3250558_3251346_+	262.0	4.85	28263.34	9.9
CP001157.1_3251423_3252211_-	CP001157.1_3251423_3252211_-	262.0	7.44	28489.76	4.4
CP001157.1_3862992_3863780_-	CP001157.1_3862992_3863780_-	262.0	5.46	28274.29	10.4
CP001157.1_5218070_5218855_-	CP001157.1_5218070_5218855_-	261.0	6.77	28182.4	-18.1
CP001157.1_473392_474177_+	CP001157.1_473392_474177_+	261.0	11.04	28735.71	-143.8
CP001157.1_2050885_2051670_-	CP001157.1_2050885_2051670_-	261.0	5.26	27792.44	-43.9
CP001157.1_1478375_1479160_+	CP001157.1_1478375_1479160_+	261.0	5.91	28476.58	16.3
CP001157.1_4244528_4245313_-	CP001157.1_4244528_4245313_-	261.0	5.14	27596.86	46.3
CP001157.1_4931381_4932166_+	CP001157.1_4931381_4932166_+	261.0	5.04	28745.52	-55.1
CP001157.1_1963691_1964476_+	CP001157.1_1963691_1964476_+	261.0	5.88	27929.86	-2.5
CP001157.1_4927251_4928036_+	CP001157.1_4927251_4928036_+	261.0	8.38	28865.34	-165.7
CP001157.1_3941396_3942181_-	CP001157.1_3941396_3942181_-	261.0	9.91	27872.51	256.4
CP001157.1_4335336_4336121_-	CP001157.1_4335336_4336121_-	261.0	6.2	27570.56	18.3
CP001157.1_823700_824485_+	CP001157.1_823700_824485_+	261.0	5.03	27673.9	47.9
CP001157.1_3910253_3911038_-	CP001157.1_3910253_3911038_-	261.0	5.77	27868.17	-53.3
CP001157.1_747272_748057_-	CP001157.1_747272_748057_-	261.0	5.26	27792.44	-43.9
CP001157.1_4149369_4150154_-	CP001157.1_4149369_4150154_-	261.0	6.69	29640.24	-50.5
CP001157.1_3400373_3401158_+	CP001157.1_3400373_3401158_+	261.0	5.64	28526.91	-91.8
CP001157.1_3538346_3539131_+	CP001157.1_3538346_3539131_+	261.0	6.84	30163.86	-54.4
CP001157.1_3413178_3413963_-	CP001157.1_3413178_3413963_-	261.0	6.24	29445.23	-79.8
CP001157.1_5239761_5240546_-	CP001157.1_5239761_5240546_-	261.0	6.1	28032.34	24.5
CP001157.1_4455507_4456289_+	CP001157.1_4455507_4456289_+	260.0	5.88	27785.15	51.8
CP001157.1_2401550_2402332_+	CP001157.1_2401550_2402332_+	260.0	4.58	27874.01	-79.6
CP001157.1_582747_583529_+	CP001157.1_582747_583529_+	260.0	8.65	28478.67	-12.2
CP001157.1_3946593_3947375_+	CP001157.1_3946593_3947375_+	260.0	6.03	28922.1	-75.3
CP001157.1_4884653_4885435_-	CP001157.1_4884653_4885435_-	260.0	10.55	26932.29	281.6
CP001157.1_1672145_1672925_+	CP001157.1_1672145_1672925_+	260.0	8.57	29385.92	-5.5
CP001157.1_3669337_3670119_-	CP001157.1_3669337_3670119_-	260.0	7.83	28788.9	-54.8
CP001157.1_585229_586011_+	CP001157.1_585229_586011_+	260.0	8.04	28370.77	229.0
CP001157.1_4399876_4400658_-	CP001157.1_4399876_4400658_-	260.0	8.43	28821.1	-52.0
CP001157.1_2757069_2757851_+	CP001157.1_2757069_2757851_+	260.0	5.22	28838.67	-58.0
CP001157.1_5230180_5230962_+	CP001157.1_5230180_5230962_+	260.0	6.17	27720.67	5.4
CP001157.1_3334089_3334867_+	CP001157.1_3334089_3334867_+	259.0	8.38	28126.73	27.7
CP001157.1_1966075_1966854_-	CP001157.1_1966075_1966854_-	259.0	8.84	27240.65	51.0
CP001157.1_4505161_4505940_-	CP001157.1_4505161_4505940_-	259.0	9.91	27643.1	246.4
CP001157.1_542275_543054_-	CP001157.1_542275_543054_-	259.0	6.34	28531.06	-11.5
CP001157.1_1071055_1071834_-	CP001157.1_1071055_1071834_-	259.0	6.25	29829.17	-99.6
CP001157.1_1167936_1168715_-	CP001157.1_1167936_1168715_-	259.0	6.97	28969.21	-43.0
CP001157.1_270679_271458_-	CP001157.1_270679_271458_-	259.0	5.77	29938.9	-117.1
CP001157.1_4385447_4386226_+	CP001157.1_4385447_4386226_+	259.0	5.13	29152.07	-51.6
CP001157.1_3305459_3306237_-	CP001157.1_3305459_3306237_-	259.0	6.53	27866.2	32.1
CP001157.1_3059396_3060172_+	CP001157.1_3059396_3060172_+	258.0	5.65	28713.5	-65.1
CP001157.1_3132122_3132898_-	CP001157.1_3132122_3132898_-	258.0	5.87	27810.64	-47.2
CP001157.1_191658_192434_-	CP001157.1_191658_192434_-	258.0	9.49	29019.34	-61.2
CP001157.1_969795_970571_-	CP001157.1_969795_970571_-	258.0	7.92	29422.14	164.7
CP001157.1_5140283_5141059_-	CP001157.1_5140283_5141059_-	258.0	9.17	27638.89	47.5
CP001157.1_4344561_4345337_-	CP001157.1_4344561_4345337_-	258.0	6.58	28657.43	-94.1
CP001157.1_1017290_1018066_-	CP001157.1_1017290_1018066_-	258.0	5.64	27932.31	9.7
CP001157.1_732729_733505_+	CP001157.1_732729_733505_+	258.0	6.74	28971.37	-46.7
CP001157.1_885996_886772_-	CP001157.1_885996_886772_-	258.0	5.79	27812.3	40.3
CP001157.1_3338741_3339514_+	CP001157.1_3338741_3339514_+	257.0	5.22	27196.57	-11.2
CP001157.1_3243551_3244324_+	CP001157.1_3243551_3244324_+	257.0	6.82	28617.38	-47.2
CP001157.1_4744677_4745450_-	CP001157.1_4744677_4745450_-	257.0	6.96	28240.16	-46.0
CP001157.1_819531_820304_+	CP001157.1_819531_820304_+	257.0	5.74	27967.71	-45.0
CP001157.1_575625_576398_-	CP001157.1_575625_576398_-	257.0	5.72	27689.85	-25.7
CP001157.1_2251681_2252454_+	CP001157.1_2251681_2252454_+	257.0	9.93	27699.46	146.3
CP001157.1_1742407_1743180_-	CP001157.1_1742407_1743180_-	257.0	5.97	26981.81	41.2
CP001157.1_1737129_1737902_-	CP001157.1_1737129_1737902_-	257.0	8.07	28454.66	-41.6
CP001157.1_5119507_5120277_-	CP001157.1_5119507_5120277_-	256.0	5.19	28169.28	-31.5
CP001157.1_3168068_3168838_-	CP001157.1_3168068_3168838_-	256.0	5.55	27086.07	35.6
CP001157.1_862509_863279_+	CP001157.1_862509_863279_+	256.0	5.7	26420.32	66.4
CP001157.1_3820335_3821105_+	CP001157.1_3820335_3821105_+	256.0	11.58	28584.43	19.9
CP001157.1_1083778_1084548_-	CP001157.1_1083778_1084548_-	256.0	4.94	28038.67	-49.1
CP001157.1_2859832_2860602_-	CP001157.1_2859832_2860602_-	256.0	5.83	28604.83	-44.1
CP001157.1_4395201_4395971_-	CP001157.1_4395201_4395971_-	256.0	6.0	28516.43	-32.0
CP001157.1_4626596_4627366_-	CP001157.1_4626596_4627366_-	256.0	6.13	28756.37	-100.4
CP001157.1_5353620_5354390_-	CP001157.1_5353620_5354390_-	256.0	6.36	29554.6	-128.6
CP001157.1_4577517_4578287_-	CP001157.1_4577517_4578287_-	256.0	5.42	28559.82	-15.1
CP001157.1_416490_417260_+	CP001157.1_416490_417260_+	256.0	5.49	27645.72	11.5
CP001157.1_960701_961471_-	CP001157.1_960701_961471_-	256.0	5.66	29132.42	-61.5
CP001157.1_3327773_3328543_-	CP001157.1_3327773_3328543_-	256.0	9.02	27817.83	-15.0
CP001157.1_3933333_3934103_-	CP001157.1_3933333_3934103_-	256.0	7.63	28026.94	-30.1
CP001157.1_437546_438316_+	CP001157.1_437546_438316_+	256.0	5.22	27075.79	9.6
CP001157.1_1843537_1844304_+	CP001157.1_1843537_1844304_+	255.0	8.73	27729.07	19.4
CP001157.1_4614778_4615545_+	CP001157.1_4614778_4615545_+	255.0	5.86	28105.62	235.0
CP001157.1_520653_521420_-	CP001157.1_520653_521420_-	255.0	9.87	28934.27	-88.6
CP001157.1_2252605_2253372_+	CP001157.1_2252605_2253372_+	255.0	7.4	28153.5	-16.9
CP001157.1_981396_982163_+	CP001157.1_981396_982163_+	255.0	9.25	25732.7	266.0
CP001157.1_3205419_3206186_+	CP001157.1_3205419_3206186_+	255.0	5.4	25785.02	39.9
CP001157.1_2010223_2010990_-	CP001157.1_2010223_2010990_-	255.0	8.92	28378.94	-12.9
CP001157.1_98836_99603_-	CP001157.1_98836_99603_-	255.0	10.26	28378.72	-37.2
CP001157.1_5291096_5291860_-	CP001157.1_5291096_5291860_-	254.0	5.82	27762.79	-27.7
CP001157.1_4048161_4048925_+	CP001157.1_4048161_4048925_+	254.0	6.06	27301.88	-31.4
CP001157.1_871223_871987_-	CP001157.1_871223_871987_-	254.0	7.61	27699.51	-84.4
CP001157.1_4292725_4293489_-	CP001157.1_4292725_4293489_-	254.0	11.04	27382.73	15.4
CP001157.1_256948_257712_+	CP001157.1_256948_257712_+	254.0	5.03	27938.13	-19.5
CP001157.1_3031049_3031813_+	CP001157.1_3031049_3031813_+	254.0	10.28	27125.45	191.8
CP001157.1_3058453_3059217_-	CP001157.1_3058453_3059217_-	254.0	10.0	28459.01	-41.5
CP001157.1_5146423_5147187_-	CP001157.1_5146423_5147187_-	254.0	6.72	28156.65	2.5
CP001157.1_4092159_4092923_-	CP001157.1_4092159_4092923_-	254.0	6.66	27270.08	-31.8
CP001157.1_2552405_2553169_+	CP001157.1_2552405_2553169_+	254.0	5.32	28269.32	-161.7
CP001157.1_4029409_4030173_+	CP001157.1_4029409_4030173_+	254.0	5.94	28398.17	-73.3
CP001157.1_3393239_3394003_-	CP001157.1_3393239_3394003_-	254.0	6.62	27681.69	-39.8
CP001157.1_4306645_4307409_+	CP001157.1_4306645_4307409_+	254.0	5.08	27356.25	6.5
CP001157.1_694469_695233_+	CP001157.1_694469_695233_+	254.0	6.22	26425.69	81.7
CP001157.1_1674987_1675751_+	CP001157.1_1674987_1675751_+	254.0	6.35	27517.38	15.6
CP001157.1_209581_210345_+	CP001157.1_209581_210345_+	254.0	5.5	28873.64	-98.7
CP001157.1_4490502_4491266_+	CP001157.1_4490502_4491266_+	254.0	9.28	30174.7	-150.5
CP001157.1_1277569_1278333_+	CP001157.1_1277569_1278333_+	254.0	6.72	27608.89	14.8
CP001157.1_4928169_4928933_+	CP001157.1_4928169_4928933_+	254.0	6.06	27790.7	-8.1
CP001157.1_2560619_2561380_-	CP001157.1_2560619_2561380_-	253.0	5.4	28784.91	-172.5
CP001157.1_461289_462050_-	CP001157.1_461289_462050_-	253.0	4.85	27328.05	-125.7
CP001157.1_71048_71809_+	CP001157.1_71048_71809_+	253.0	6.74	27054.9	-27.6
CP001157.1_4745793_4746554_-	CP001157.1_4745793_4746554_-	253.0	11.92	28069.58	-72.7
CP001157.1_1309667_1310428_-	CP001157.1_1309667_1310428_-	253.0	5.4	26845.88	35.5
CP001157.1_1772902_1773663_+	CP001157.1_1772902_1773663_+	253.0	8.68	28768.12	-139.5
CP001157.1_9136_9897_-	CP001157.1_9136_9897_-	253.0	9.41	28371.26	46.9
CP001157.1_4610336_4611097_+	CP001157.1_4610336_4611097_+	253.0	9.31	28112.3	-59.6
CP001157.1_152053_152814_+	CP001157.1_152053_152814_+	253.0	9.59	27510.94	-1.4
CP001157.1_1205669_1206430_-	CP001157.1_1205669_1206430_-	253.0	5.8	27961.59	-66.2
CP001157.1_3563589_3564347_+	CP001157.1_3563589_3564347_+	252.0	5.66	27419.71	46.3
CP001157.1_3866860_3867618_-	CP001157.1_3866860_3867618_-	252.0	5.42	26478.13	2.4
CP001157.1_1746438_1747196_+	CP001157.1_1746438_1747196_+	252.0	6.59	27102.31	13.5
CP001157.1_2671278_2672036_-	CP001157.1_2671278_2672036_-	252.0	6.84	28128.07	-70.2
CP001157.1_4729493_4730251_+	CP001157.1_4729493_4730251_+	252.0	4.25	27868.65	-70.6
CP001157.1_1571301_1572059_+	CP001157.1_1571301_1572059_+	252.0	8.51	28249.93	242.5
CP001157.1_4492115_4492873_-	CP001157.1_4492115_4492873_-	252.0	9.08	28628.07	-66.4
CP001157.1_552033_552791_+	CP001157.1_552033_552791_+	252.0	6.24	28259.89	7.8
CP001157.1_3195182_3195940_-	CP001157.1_3195182_3195940_-	252.0	6.17	27104.91	16.0
CP001157.1_4825261_4826019_-	CP001157.1_4825261_4826019_-	252.0	8.16	27588.19	213.5
CP001157.1_2205964_2206722_-	CP001157.1_2205964_2206722_-	252.0	5.19	26468.35	70.4
CP001157.1_1260031_1260789_+	CP001157.1_1260031_1260789_+	252.0	5.83	27314.05	5.3
CP001157.1_1544504_1545262_-	CP001157.1_1544504_1545262_-	252.0	5.27	27119.82	-22.4
CP001157.1_4230766_4231524_+	CP001157.1_4230766_4231524_+	252.0	5.38	27549.32	-24.6
CP001157.1_128111_128869_-	CP001157.1_128111_128869_-	252.0	7.44	26819.77	12.1
CP001157.1_4286787_4287545_-	CP001157.1_4286787_4287545_-	252.0	6.5	24986.6	-25.8
CP001157.1_1798554_1799312_+	CP001157.1_1798554_1799312_+	252.0	4.3	26322.48	-159.1
CP001157.1_5135321_5136079_-	CP001157.1_5135321_5136079_-	252.0	8.16	26284.01	8.3
CP001157.1_2515170_2515928_-	CP001157.1_2515170_2515928_-	252.0	9.53	27766.02	-5.8
CP001157.1_3819506_3820264_+	CP001157.1_3819506_3820264_+	252.0	7.41	28085.39	-57.7
CP001157.1_4084048_4084806_-	CP001157.1_4084048_4084806_-	252.0	8.23	28303.07	-110.0
CP001157.1_499055_499813_+	CP001157.1_499055_499813_+	252.0	7.56	27958.47	-109.9
CP001157.1_4645614_4646369_+	CP001157.1_4645614_4646369_+	251.0	5.92	26029.84	51.6
CP001157.1_3377952_3378707_-	CP001157.1_3377952_3378707_-	251.0	8.93	25940.56	265.8
CP001157.1_4834851_4835606_-	CP001157.1_4834851_4835606_-	251.0	6.75	27995.13	-61.0
CP001157.1_489648_490403_-	CP001157.1_489648_490403_-	251.0	6.66	27052.15	44.2
CP001157.1_950828_951583_+	CP001157.1_950828_951583_+	251.0	6.47	26236.35	79.7
CP001157.1_2293754_2294509_+	CP001157.1_2293754_2294509_+	251.0	11.01	28582.84	-117.0
CP001157.1_2400745_2401500_+	CP001157.1_2400745_2401500_+	251.0	4.41	25965.01	-28.3
CP001157.1_387578_388333_+	CP001157.1_387578_388333_+	251.0	5.27	27617.85	-52.6
CP001157.1_3366436_3367191_-	CP001157.1_3366436_3367191_-	251.0	6.68	28158.0	-59.5
CP001157.1_5063506_5064261_-	CP001157.1_5063506_5064261_-	251.0	5.92	26029.84	51.6
CP001157.1_4641019_4641774_+	CP001157.1_4641019_4641774_+	251.0	6.5	27535.35	-7.1
CP001157.1_3942211_3942966_-	CP001157.1_3942211_3942966_-	251.0	6.72	28180.14	-70.7
CP001157.1_1178678_1179430_-	CP001157.1_1178678_1179430_-	250.0	5.36	26403.08	38.2
CP001157.1_245408_246160_-	CP001157.1_245408_246160_-	250.0	10.7	26771.17	32.2
CP001157.1_3153360_3154112_-	CP001157.1_3153360_3154112_-	250.0	9.27	28043.63	181.9
CP001157.1_4199967_4200719_-	CP001157.1_4199967_4200719_-	250.0	6.97	29160.14	-115.8
CP001157.1_4946233_4946985_-	CP001157.1_4946233_4946985_-	250.0	6.27	26896.57	-46.3
CP001157.1_3040905_3041657_-	CP001157.1_3040905_3041657_-	250.0	7.41	27030.93	-25.6
CP001157.1_1403956_1404705_+	CP001157.1_1403956_1404705_+	249.0	8.23	26589.0	1.3
CP001157.1_1494832_1495581_+	CP001157.1_1494832_1495581_+	249.0	8.23	26557.95	1.0
CP001157.1_5044056_5044805_+	CP001157.1_5044056_5044805_+	249.0	6.06	27319.0	-49.3
CP001157.1_3731513_3732262_-	CP001157.1_3731513_3732262_-	249.0	4.7	26795.99	-79.3
CP001157.1_5049516_5050265_-	CP001157.1_5049516_5050265_-	249.0	4.55	27471.93	-54.5
CP001157.1_1443868_1444617_+	CP001157.1_1443868_1444617_+	249.0	6.27	26781.59	-24.7
CP001157.1_3943536_3944285_-	CP001157.1_3943536_3944285_-	249.0	5.61	26828.1	21.5
CP001157.1_3585270_3586019_+	CP001157.1_3585270_3586019_+	249.0	9.22	26581.9	16.8
CP001157.1_449650_450399_-	CP001157.1_449650_450399_-	249.0	5.98	26901.91	11.1
CP001157.1_1625450_1626199_+	CP001157.1_1625450_1626199_+	249.0	7.6	26506.97	19.4
CP001157.1_1505917_1506666_+	CP001157.1_1505917_1506666_+	249.0	8.11	25828.95	243.0
CP001157.1_2705231_2705980_+	CP001157.1_2705231_2705980_+	249.0	10.07	26162.83	-18.3
CP001157.1_1507282_1508031_+	CP001157.1_1507282_1508031_+	249.0	4.49	27650.6	12.9
CP001157.1_3220791_3221540_-	CP001157.1_3220791_3221540_-	249.0	5.78	27344.42	-12.4
CP001157.1_906684_907433_+	CP001157.1_906684_907433_+	249.0	8.8	28064.2	-86.1
CP001157.1_107745_108491_-	CP001157.1_107745_108491_-	248.0	6.22	27062.64	-46.7
CP001157.1_2275837_2276583_-	CP001157.1_2275837_2276583_-	248.0	7.19	26857.02	218.4
CP001157.1_277907_278653_-	CP001157.1_277907_278653_-	248.0	10.04	27736.0	-18.9
CP001157.1_3268501_3269247_-	CP001157.1_3268501_3269247_-	248.0	5.92	27545.27	-97.6
CP001157.1_1953161_1953907_-	CP001157.1_1953161_1953907_-	248.0	9.14	27402.8	-28.4
CP001157.1_3005277_3006023_-	CP001157.1_3005277_3006023_-	248.0	5.45	26785.81	15.3
CP001157.1_1459409_1460155_+	CP001157.1_1459409_1460155_+	248.0	5.42	26794.41	-5.4
CP001157.1_3031816_3032562_+	CP001157.1_3031816_3032562_+	248.0	5.84	26535.38	14.7
