Sample	seq_name	length	PI	MW	Hydro
CP001157.1_1403 # 1504329 # 1504778 # -1 # ID=1_1403;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.633	CP001157.1_1403	149.0	5.27	16704.36	-9.5
CP001157.1_894 # 937034 # 937483 # -1 # ID=1_894;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.636	CP001157.1_894	149.0	5.16	16213.66	7.5
CP001157.1_1429 # 1532628 # 1533077 # -1 # ID=1_1429;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.649	CP001157.1_1429	149.0	8.87	17171.61	-186.6
CP001157.1_2212 # 2396274 # 2396723 # -1 # ID=1_2212;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.687	CP001157.1_2212	149.0	9.27	16223.22	-83.3
CP001157.1_1008 # 1057830 # 1058279 # -1 # ID=1_1008;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.642	CP001157.1_1008	149.0	9.21	16557.73	72.3
CP001157.1_1486 # 1592543 # 1592989 # -1 # ID=1_1486;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.655	CP001157.1_1486	148.0	8.7	16149.62	4.1
CP001157.1_1091 # 1153905 # 1154351 # -1 # ID=1_1091;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.691	CP001157.1_1091	148.0	4.9	17110.45	-47.1
CP001157.1_707 # 725365 # 725811 # 1 # ID=1_707;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.655	CP001157.1_707	148.0	5.11	15601.63	-4.3
CP001157.1_1027 # 1075673 # 1076119 # 1 # ID=1_1027;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.691	CP001157.1_1027	148.0	6.17	16495.78	-41.7
CP001157.1_2068 # 2236509 # 2236955 # 1 # ID=1_2068;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.573	CP001157.1_2068	148.0	5.88	16891.33	-26.4
CP001157.1_1227 # 1309272 # 1309715 # 1 # ID=1_1227;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.667	CP001157.1_1227	147.0	8.96	15852.13	-36.2
CP001157.1_618 # 637481 # 637924 # -1 # ID=1_618;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.725	CP001157.1_618	147.0	8.33	15500.86	-1.0
CP001157.1_463 # 472865 # 473308 # 1 # ID=1_463;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.687	CP001157.1_463	147.0	4.67	15641.88	13.9
CP001157.1_644 # 661712 # 662155 # -1 # ID=1_644;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.644	CP001157.1_644	147.0	7.0	16186.57	12.0
CP001157.1_334 # 337457 # 337900 # 1 # ID=1_334;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.725	CP001157.1_334	147.0	6.02	16376.67	-45.1
CP001157.1_71 # 77521 # 77961 # -1 # ID=1_71;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.605	CP001157.1_71	146.0	8.01	15929.19	-16.5
CP001157.1_1239 # 1320519 # 1320959 # -1 # ID=1_1239;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.673	CP001157.1_1239	146.0	11.87	16155.3	-100.8
CP001157.1_1823 # 1959412 # 1959852 # 1 # ID=1_1823;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.719	CP001157.1_1823	146.0	7.99	16249.54	-42.6
CP001157.1_2013 # 2174956 # 2175396 # -1 # ID=1_2013;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.694	CP001157.1_2013	146.0	12.0	16303.61	-78.8
CP001157.1_2207 # 2392721 # 2393161 # 1 # ID=1_2207;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.687	CP001157.1_2207	146.0	11.83	16202.45	-74.9
CP001157.1_67 # 72797 # 73237 # -1 # ID=1_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.685	CP001157.1_67	146.0	11.83	16202.45	-74.9
CP001157.1_1296 # 1392386 # 1392826 # -1 # ID=1_1296;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.660	CP001157.1_1296	146.0	6.03	16217.78	-11.6
CP001157.1_1590 # 1699192 # 1699632 # -1 # ID=1_1590;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.694	CP001157.1_1590	146.0	12.0	16303.61	-78.8
CP001157.1_1072 # 1132537 # 1132974 # 1 # ID=1_1072;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.626	CP001157.1_1072	145.0	4.63	15932.05	-30.1
CP001157.1_2017 # 2179336 # 2179773 # 1 # ID=1_2017;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.669	CP001157.1_2017	145.0	4.97	15810.2	20.2
CP001157.1_1488 # 1593363 # 1593800 # -1 # ID=1_1488;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.644	CP001157.1_1488	145.0	8.95	15916.34	-46.9
CP001157.1_34 # 35450 # 35884 # -1 # ID=1_34;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.669	CP001157.1_34	144.0	6.02	15620.53	-58.3
CP001157.1_146 # 149730 # 150164 # 1 # ID=1_146;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.651	CP001157.1_146	144.0	5.19	16198.88	-0.6
CP001157.1_1299 # 1396034 # 1396468 # 1 # ID=1_1299;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=3-4bp;gc_cont=0.648	CP001157.1_1299	144.0	7.26	16311.48	-40.4
CP001157.1_594 # 615577 # 616011 # 1 # ID=1_594;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.637	CP001157.1_594	144.0	11.46	15075.36	-64.4
CP001157.1_182 # 190488 # 190922 # -1 # ID=1_182;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.667	CP001157.1_182	144.0	8.97	14979.57	105.6
CP001157.1_716 # 736024 # 736458 # -1 # ID=1_716;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.703	CP001157.1_716	144.0	5.89	15449.67	1.1
CP001157.1_768 # 794849 # 795283 # 1 # ID=1_768;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.697	CP001157.1_768	144.0	6.72	16455.99	-52.6
CP001157.1_649 # 667294 # 667725 # 1 # ID=1_649;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.632	CP001157.1_649	143.0	6.0	15745.99	-12.3
CP001157.1_564 # 591390 # 591821 # 1 # ID=1_564;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.609	CP001157.1_564	143.0	9.6	14967.24	-21.0
CP001157.1_1614 # 1728236 # 1728667 # 1 # ID=1_1614;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.644	CP001157.1_1614	143.0	6.61	16567.36	-125.8
CP001157.1_221 # 225264 # 225695 # 1 # ID=1_221;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.662	CP001157.1_221	143.0	9.98	16599.27	-159.4
CP001157.1_2087 # 2255989 # 2256420 # 1 # ID=1_2087;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.683	CP001157.1_2087	143.0	7.85	14177.54	90.3
CP001157.1_382 # 392346 # 392777 # 1 # ID=1_382;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.669	CP001157.1_382	143.0	6.24	15425.71	-11.2
CP001157.1_293 # 293096 # 293524 # -1 # ID=1_293;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.713	CP001157.1_293	142.0	9.18	15808.07	-58.1
CP001157.1_2104 # 2271553 # 2271981 # -1 # ID=1_2104;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.711	CP001157.1_2104	142.0	12.08	15198.85	14.9
CP001157.1_1189 # 1269092 # 1269520 # 1 # ID=1_1189;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.552	CP001157.1_1189	142.0	9.62	15848.34	-72.3
CP001157.1_1665 # 1784876 # 1785304 # 1 # ID=1_1665;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.620	CP001157.1_1665	142.0	6.8	15361.1	41.0
CP001157.1_1350 # 1457719 # 1458147 # 1 # ID=1_1350;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.653	CP001157.1_1350	142.0	5.75	15358.71	6.9
CP001157.1_1402 # 1503756 # 1504184 # -1 # ID=1_1402;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.683	CP001157.1_1402	142.0	5.69	14784.74	-2.6
CP001157.1_1184 # 1263960 # 1264388 # -1 # ID=1_1184;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.585	CP001157.1_1184	142.0	5.41	15868.02	-50.6
CP001157.1_1060 # 1118679 # 1119107 # -1 # ID=1_1060;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.664	CP001157.1_1060	142.0	6.53	16241.55	-37.6
CP001157.1_2310 # 2502682 # 2503110 # -1 # ID=1_2310;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.671	CP001157.1_2310	142.0	5.86	16072.18	-59.1
CP001157.1_821 # 850573 # 851001 # 1 # ID=1_821;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.762	CP001157.1_821	142.0	11.86	16035.83	-35.7
CP001157.1_1094 # 1157040 # 1157465 # 1 # ID=1_1094;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.638	CP001157.1_1094	141.0	8.2	15832.1	-33.3
CP001157.1_168 # 169809 # 170234 # -1 # ID=1_168;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.608	CP001157.1_168	141.0	6.78	14944.95	-45.2
CP001157.1_1507 # 1616601 # 1617026 # 1 # ID=1_1507;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.676	CP001157.1_1507	141.0	5.08	15403.45	-29.6
CP001157.1_219 # 224187 # 224612 # -1 # ID=1_219;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.688	CP001157.1_219	141.0	4.66	14717.64	6.0
CP001157.1_1725 # 1846924 # 1847349 # 1 # ID=1_1725;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.648	CP001157.1_1725	141.0	5.03	16378.76	-39.3
CP001157.1_965 # 1006840 # 1007265 # -1 # ID=1_965;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.613	CP001157.1_965	141.0	4.37	15535.83	-13.0
CP001157.1_943 # 980965 # 981390 # 1 # ID=1_943;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.667	CP001157.1_943	141.0	8.64	14465.24	129.0
CP001157.1_2229 # 2410127 # 2410549 # -1 # ID=1_2229;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.728	CP001157.1_2229	140.0	10.25	14656.0	21.4
CP001157.1_1612 # 1725704 # 1726126 # 1 # ID=1_1612;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.707	CP001157.1_1612	140.0	5.8	14880.98	12.8
CP001157.1_475 # 490430 # 490852 # -1 # ID=1_475;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.716	CP001157.1_475	140.0	5.42	14703.48	-67.9
CP001157.1_281 # 283022 # 283441 # -1 # ID=1_281;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.657	CP001157.1_281	139.0	5.74	15439.56	-20.0
CP001157.1_110 # 118622 # 119041 # 1 # ID=1_110;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.655	CP001157.1_110	139.0	8.29	15752.99	-62.6
CP001157.1_906 # 947718 # 948137 # -1 # ID=1_906;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.702	CP001157.1_906	139.0	9.28	14784.16	29.8
CP001157.1_181 # 190066 # 190485 # -1 # ID=1_181;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.669	CP001157.1_181	139.0	12.25	14742.65	82.6
CP001157.1_914 # 956336 # 956752 # -1 # ID=1_914;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.676	CP001157.1_914	138.0	7.86	15393.45	-67.0
CP001157.1_2260 # 2442055 # 2442471 # -1 # ID=1_2260;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.657	CP001157.1_2260	138.0	8.48	15863.27	-72.0
CP001157.1_111 # 119074 # 119490 # 1 # ID=1_111;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.679	CP001157.1_111	138.0	5.89	15853.11	-44.6
CP001157.1_1546 # 1661274 # 1661690 # -1 # ID=1_1546;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.659	CP001157.1_1546	138.0	4.71	15321.21	-10.0
CP001157.1_1015 # 1063810 # 1064223 # 1 # ID=1_1015;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.674	CP001157.1_1015	137.0	6.13	14619.77	171.9
CP001157.1_435 # 442819 # 443232 # 1 # ID=1_435;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.638	CP001157.1_435	137.0	9.25	14836.41	34.8
CP001157.1_1502 # 1613244 # 1613657 # 1 # ID=1_1502;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.686	CP001157.1_1502	137.0	8.93	15076.38	-39.5
CP001157.1_582 # 610937 # 611350 # 1 # ID=1_582;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.614	CP001157.1_582	137.0	11.74	15454.26	-59.2
CP001157.1_2296 # 2482364 # 2482777 # -1 # ID=1_2296;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.626	CP001157.1_2296	137.0	5.05	15302.57	-23.9
CP001157.1_297 # 296346 # 296759 # 1 # ID=1_297;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.597	CP001157.1_297	137.0	6.45	15101.55	-6.7
CP001157.1_1694 # 1815446 # 1815856 # 1 # ID=1_1694;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.635	CP001157.1_1694	136.0	7.76	15115.02	-77.7
CP001157.1_1760 # 1890136 # 1890546 # -1 # ID=1_1760;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.708	CP001157.1_1760	136.0	11.01	14769.47	48.4
CP001157.1_2215 # 2397991 # 2398401 # 1 # ID=1_2215;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.657	CP001157.1_2215	136.0	5.74	15329.1	-80.4
CP001157.1_704 # 723748 # 724158 # 1 # ID=1_704;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.601	CP001157.1_704	136.0	5.3	15856.56	-134.2
CP001157.1_39 # 40354 # 40761 # -1 # ID=1_39;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.635	CP001157.1_39	135.0	3.77	15379.23	-11.1
CP001157.1_870 # 904494 # 904901 # 1 # ID=1_870;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.593	CP001157.1_870	135.0	10.69	15241.94	-21.5
CP001157.1_163 # 164615 # 165022 # -1 # ID=1_163;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.647	CP001157.1_163	135.0	10.04	15423.68	-47.6
CP001157.1_986 # 1032030 # 1032437 # 1 # ID=1_986;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.593	CP001157.1_986	135.0	10.69	15241.94	-21.5
CP001157.1_1376 # 1479874 # 1480281 # -1 # ID=1_1376;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.596	CP001157.1_1376	135.0	11.1	15169.88	-18.4
CP001157.1_1418 # 1520599 # 1521006 # -1 # ID=1_1418;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.613	CP001157.1_1418	135.0	4.63	15951.11	-58.0
CP001157.1_1604 # 1715349 # 1715756 # 1 # ID=1_1604;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.569	CP001157.1_1604	135.0	5.88	15561.87	-70.0
CP001157.1_1890 # 2031274 # 2031681 # 1 # ID=1_1890;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.596	CP001157.1_1890	135.0	12.32	15722.44	-77.0
CP001157.1_1195 # 1273493 # 1273900 # 1 # ID=1_1195;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.596	CP001157.1_1195	135.0	4.91	14404.25	-30.3
CP001157.1_2210 # 2394046 # 2394453 # -1 # ID=1_2210;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.593	CP001157.1_2210	135.0	10.69	15241.94	-21.5
CP001157.1_2216 # 2398413 # 2398820 # 1 # ID=1_2216;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.627	CP001157.1_2216	135.0	4.98	14749.58	-43.0
CP001157.1_2121 # 2295140 # 2295544 # 1 # ID=1_2121;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.677	CP001157.1_2121	134.0	5.22	15672.83	-94.1
CP001157.1_122 # 129170 # 129574 # 1 # ID=1_122;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.677	CP001157.1_122	134.0	5.64	15126.96	-60.1
CP001157.1_1414 # 1515667 # 1516068 # 1 # ID=1_1414;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.677	CP001157.1_1414	133.0	5.74	14808.66	-52.2
CP001157.1_2018 # 2179794 # 2180195 # -1 # ID=1_2018;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.652	CP001157.1_2018	133.0	4.29	14244.5	39.9
CP001157.1_740 # 762442 # 762843 # -1 # ID=1_740;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.639	CP001157.1_740	133.0	4.29	14244.5	39.9
CP001157.1_268 # 272310 # 272711 # 1 # ID=1_268;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.667	CP001157.1_268	133.0	8.96	14445.2	74.9
CP001157.1_1599 # 1708222 # 1708623 # 1 # ID=1_1599;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.644	CP001157.1_1599	133.0	4.79	14729.67	-27.5
CP001157.1_2005 # 2168659 # 2169060 # -1 # ID=1_2005;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.649	CP001157.1_2005	133.0	4.29	14244.5	39.9
CP001157.1_1683 # 1804895 # 1805296 # -1 # ID=1_1683;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.662	CP001157.1_1683	133.0	5.64	13853.8	-42.3
CP001157.1_289 # 289523 # 289924 # 1 # ID=1_289;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.627	CP001157.1_289	133.0	7.94	15354.01	63.0
CP001157.1_54 # 58244 # 58642 # 1 # ID=1_54;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.674	CP001157.1_54	132.0	9.97	13481.39	-16.4
CP001157.1_1268 # 1346749 # 1347147 # -1 # ID=1_1268;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.697	CP001157.1_1268	132.0	4.94	14517.33	-28.0
CP001157.1_2241 # 2421551 # 2421949 # 1 # ID=1_2241;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.689	CP001157.1_2241	132.0	5.84	13997.98	1.5
CP001157.1_1037 # 1089174 # 1089572 # -1 # ID=1_1037;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.659	CP001157.1_1037	132.0	5.08	15229.34	-83.3
CP001157.1_72 # 78132 # 78530 # -1 # ID=1_72;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.617	CP001157.1_72	132.0	9.87	14597.54	140.6
CP001157.1_424 # 432142 # 432540 # -1 # ID=1_424;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.727	CP001157.1_424	132.0	8.32	14427.64	-19.7
CP001157.1_1672 # 1795743 # 1796138 # -1 # ID=1_1672;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.652	CP001157.1_1672	131.0	5.87	14719.85	-53.2
CP001157.1_1757 # 1888520 # 1888915 # -1 # ID=1_1757;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.702	CP001157.1_1757	131.0	5.4	14094.65	-54.1
CP001157.1_488 # 505716 # 506111 # 1 # ID=1_488;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.664	CP001157.1_488	131.0	5.66	14559.47	-60.9
CP001157.1_1075 # 1134822 # 1135217 # 1 # ID=1_1075;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.596	CP001157.1_1075	131.0	8.89	14472.61	-10.4
CP001157.1_589 # 613591 # 613983 # 1 # ID=1_589;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.557	CP001157.1_589	130.0	9.43	14158.51	-15.6
CP001157.1_1190 # 1269536 # 1269928 # 1 # ID=1_1190;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.575	CP001157.1_1190	130.0	11.51	14731.85	-87.7
CP001157.1_2028 # 2188823 # 2189215 # -1 # ID=1_2028;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.667	CP001157.1_2028	130.0	4.53	14360.24	-27.5
CP001157.1_601 # 620101 # 620493 # 1 # ID=1_601;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.626	CP001157.1_601	130.0	10.32	14574.9	-62.6
CP001157.1_480 # 494979 # 495371 # 1 # ID=1_480;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.692	CP001157.1_480	130.0	10.0	15072.16	-136.0
CP001157.1_348 # 354458 # 354850 # -1 # ID=1_348;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.641	CP001157.1_348	130.0	7.83	14909.18	-40.0
CP001157.1_1476 # 1582099 # 1582491 # 1 # ID=1_1476;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.529	CP001157.1_1476	130.0	9.84	14534.3	99.8
CP001157.1_779 # 807968 # 808360 # 1 # ID=1_779;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.700	CP001157.1_779	130.0	6.38	13254.2	37.6
CP001157.1_1776 # 1914714 # 1915103 # -1 # ID=1_1776;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.451	CP001157.1_1776	129.0	4.86	14525.47	-33.1
CP001157.1_467 # 476695 # 477084 # -1 # ID=1_467;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.687	CP001157.1_467	129.0	6.24	13719.63	-2.8
CP001157.1_598 # 618006 # 618395 # 1 # ID=1_598;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.610	CP001157.1_598	129.0	10.8	13629.65	-56.4
CP001157.1_426 # 434466 # 434855 # 1 # ID=1_426;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.646	CP001157.1_426	129.0	8.86	13361.22	-4.2
CP001157.1_2095 # 2264038 # 2264427 # 1 # ID=1_2095;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.715	CP001157.1_2095	129.0	5.59	13047.4	-58.2
CP001157.1_342 # 347305 # 347691 # -1 # ID=1_342;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.765	CP001157.1_342	128.0	10.1	11414.93	38.5
CP001157.1_2263 # 2445846 # 2446232 # 1 # ID=1_2263;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.664	CP001157.1_2263	128.0	8.2	14456.72	-24.4
CP001157.1_82 # 87993 # 88379 # 1 # ID=1_82;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.734	CP001157.1_82	128.0	7.22	13660.57	-45.6
CP001157.1_1756 # 1888111 # 1888497 # -1 # ID=1_1756;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.656	CP001157.1_1756	128.0	7.19	14235.89	67.4
